,MSSubClass,MSZoning,LotFrontage,LotArea,Street,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,LowQualFinSF,GrLivArea,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,PoolArea,MiscVal,MoSold,YrSold,SaleType,SaleCondition,TotalSF,TotalBath,TotalPorchSF,percent_grliving,Percent_BsmtF,YrRemMinBui,YrSoldMinRem,isNew,ylogSalePrice
1196,20,RL,7.098626104970388,21.34183554382097,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,4,5,1963,1979,Gable,CompShg,HdBoard,HdBoard,BrkFace,6.392276337227255,TA,TA,CBlock,TA,TA,No,Rec,11.501575267176273,Unf,1.0,11.292419534723528,GasA,Gd,Y,SBrkr,1.0,14.059017169586484,3,1,TA,6,Typ,1,Po,Attchd,1974.0,Unf,2.0,11.056650085160447,TA,TA,Y,1.0,1.0,10,2006,WD,Normal,15.804558532956811,1.5,7.268453117386751,0.5680230168516235,0.5204567078972407,16,27,0.0,11.904974309480183
1197,20,RL,6.995517194712504,20.609278432277648,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,5,1970,1970,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,12.718228468762483,GasA,Gd,Y,SBrkr,1.0,12.718228468762483,3,1,TA,5,Typ,0,No,Attchd,1972.0,Unf,1.0,9.864879392672357,TA,TA,Y,1.0,1.0,7,2006,Oth,Abnorml,14.730882561077351,1.0,1.0,0.5,0.0,0,36,1.0,11.6617850286409
1198,60,RL,7.221213632878419,21.0307970774932,Pave,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,PConc,Gd,TA,Av,Unf,1.0,Unf,1.0,12.724598476197201,GasA,Ex,Y,SBrkr,1.0,14.820020760062981,3,1,Gd,6,Typ,0,No,Attchd,1998.0,RFn,2.0,11.496872282215678,TA,TA,Y,1.0,1.0,3,2009,WD,Normal,16.07521946654451,2.5,9.453929696886426,0.6725897920604915,0.0,0,11,1.0,12.19552218463499
1199,50,RM,6.357203202420049,18.9167524253441,Pave,Reg,Lvl,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,5,8,1925,1997,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,BrkTil,TA,TA,No,Unf,1.0,Unf,1.0,12.781373330676752,GasA,Ex,Y,SBrkr,1.0,13.985504287034047,3,1,TA,5,Typ,1,Fa,Detchd,1960.0,Unf,1.0,9.274265741119429,TA,TA,N,1.0,1.0,5,2009,WD,Normal,15.5287544367521,2.0,9.190318298434116,0.6039426523297491,0.0,72,12,0.0,11.669937760751914
1200,20,RL,7.098626104970388,20.773617256241184,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2000,2001,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.762392291686519,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,14.553132381637132,GasA,Ex,Y,SBrkr,1.0,14.553132381637132,3,1,Gd,6,Typ,1,TA,Attchd,2000.0,Unf,2.0,11.012698086464445,TA,TA,Y,1.0,1.0,10,2009,WD,Normal,16.767573289381623,2.0,10.087756729969003,0.5,0.0,1,8,0.0,12.269052139516223
1201,20,RL,7.172972078519893,20.92961099934917,Pave,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1975,1975,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,Gd,TA,No,ALQ,12.46635963238347,Unf,1.0,9.763534317352567,GasA,Ex,Y,SBrkr,1.0,13.327489771398977,3,1,TA,6,Typ,0,No,Attchd,1975.0,RFn,2.0,11.246736153405903,TA,TA,Y,1.0,1.0,7,2006,WD,Normal,15.380626889331491,2.5,7.404586972566442,0.504225352112676,0.7462121212121212,0,31,1.0,11.941462360646149
1202,20,RL,7.448232316019433,22.448446347049916,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,BrkFace,9.453929696886426,Gd,TA,CBlock,Gd,TA,Mn,ALQ,11.195142945068264,BLQ,8.836797333082112,14.294779920194513,GasA,Gd,Y,SBrkr,1.0,15.477143428115022,3,1,Gd,7,Typ,1,TA,Attchd,1990.0,RFn,3.0,12.151347822781824,TA,TA,Y,1.0,1.0,6,2009,WD,Normal,17.76250663815537,2.0,8.538897810304354,0.5043638033991732,0.30676552363299353,1,18,0.0,12.513193308436527
1203,20,RH,1.0,20.414352668439832,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,4,4,1966,1966,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,13.27944047919781,Unf,1.0,1.0,GasA,TA,Y,SBrkr,1.0,13.27944047919781,2,1,TA,5,Typ,0,No,Detchd,1966.0,Unf,1.0,10.616086912297321,TA,TA,Y,1.0,1.0,11,2006,WD,Normal,15.35386350813013,2.0,6.0533710494211155,0.5,1.0,0,40,1.0,11.580593459194764
1204,20,RL,6.968980585391403,20.51649905817483,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,8.020909424392293,Gd,TA,PConc,Gd,TA,Av,GLQ,10.322355249072935,Unf,1.0,13.972368275687545,GasA,Ex,Y,SBrkr,1.0,14.680989389616148,3,1,Gd,7,Typ,0,No,Attchd,2003.0,RFn,2.0,11.487444346097531,TA,TA,Y,1.0,1.0,5,2006,WD,Normal,16.891512444231957,3.0,9.263917622663177,0.5026611472501479,0.20214030915576695,0,3,1.0,12.206077645517674
1205,20,RL,6.968980585391403,19.88513747944916,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,7,1962,1980,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,Gd,CBlock,TA,TA,No,Rec,11.292419534723528,BLQ,7.808145364123843,10.17063676912744,GasA,TA,Y,SBrkr,1.0,13.840468556532239,3,1,TA,6,Typ,0,No,Detchd,1980.0,Unf,2.0,11.302477323271576,TA,TA,Y,1.0,1.0,10,2008,WD,Normal,15.503038058582288,2.0,1.0,0.5794941282746161,0.6573576799140709,18,28,0.0,11.849404844423074
1206,20,RL,7.337529394588084,20.946104675554622,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,RRNn,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,Stone,10.835883259370169,Gd,TA,PConc,Ex,TA,Mn,GLQ,13.693811998873134,Unf,1.0,10.951171656935063,GasA,Ex,Y,SBrkr,1.0,14.60848846456955,3,1,Gd,8,Typ,1,Gd,Attchd,2006.0,RFn,2.0,11.272201962485878,TA,TA,Y,1.0,1.0,5,2006,New,Partial,16.829010573482016,3.0,10.538931490999708,0.5,0.7349397590361446,0,0,1.0,12.577639650232573
1207,60,RL,6.968980585391403,21.335702043639763,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,2Story,6,5,1992,1992,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,13.276750735186013,GasA,Ex,Y,SBrkr,1.0,14.932208013876124,3,1,Gd,8,Typ,1,TA,Attchd,1992.0,RFn,2.0,11.072964688066048,TA,TA,Y,1.0,10.715841640087826,5,2010,WD,Normal,16.377358606421346,2.5,12.292802622125064,0.6362068965517241,0.0,0,18,1.0,12.149507585033072
1208,50,RL,8.511251181446056,21.655473062351877,Pave,IR1,Bnk,AllPub,Inside,Mod,Gilbert,Norm,Norm,1Fam,1.5Fin,8,7,1988,2005,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,Gd,TA,Wood,Gd,TA,Av,GLQ,10.876753739288326,Unf,1.0,8.216434458396561,GasA,Gd,Y,SBrkr,1.0,14.773104453393026,4,1,TA,8,Typ,0,No,Basment,1988.0,RFn,2.0,11.231351739686412,TA,TA,Y,1.0,1.0,6,2010,WD,Normal,15.639578272047995,2.0,10.301176043547175,0.7581133708351363,0.7638640429338104,17,5,0.0,12.00762780434872
1209,30,RL,6.357203202420049,20.60379752752956,Pave,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,6,1941,1950,Hip,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,10.35034917822932,Unf,1.0,10.236665340977277,GasA,TA,Y,SBrkr,1.0,12.038947685692156,2,1,TA,4,Typ,0,No,Attchd,1941.0,Unf,1.0,9.453929696886426,TA,TA,N,1.0,1.0,8,2009,WD,Normal,13.97675247894356,2.0,7.899103929073757,0.5,0.5119047619047619,9,59,0.0,11.635151947212842
1210,80,RL,1.0,20.971127047515512,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,4,9,1965,2001,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,Gd,CBlock,TA,Gd,Av,GLQ,11.942769292012862,Unf,1.0,1.0,GasA,Ex,Y,SBrkr,1.0,13.010768996247894,0,1,TA,3,Typ,0,No,Attchd,1965.0,Unf,1.0,10.486313901150885,TA,TA,Y,1.0,1.0,5,2006,WD,Normal,14.511985193114294,1.5,7.404586972566442,0.5970149253731343,1.0,36,5,0.0,11.884495917930655
1211,85,RL,6.942124359831237,20.955112438328335,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SFoyer,5,5,1962,1962,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,CBlock,TA,TA,Av,BLQ,12.452540454604854,Unf,1.0,8.353461784034922,GasA,TA,Y,SBrkr,1.0,13.122552875096359,3,1,TA,6,Typ,0,No,Attchd,1962.0,Unf,1.0,10.025890350388508,TA,TA,Y,1.0,1.0,5,2006,WD,Normal,15.062094658447375,2.0,9.335516734766312,0.5192307692307693,0.8475675675675676,0,44,1.0,11.80932691294063
1212,20,RL,7.635082099792532,19.54210014387173,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,8.873203454932757,LwQ,10.551935879863963,10.322355249072935,GasA,TA,Y,SBrkr,1.0,12.812492076604793,3,1,TA,5,Typ,0,No,Detchd,1966.0,RFn,1.0,10.616086912297321,TA,TA,Y,1.0,1.0,5,2007,WD,Normal,14.835525131485651,1.0,1.0,0.5,0.6196868008948546,0,41,1.0,11.736077016252437
1213,90,RM,6.914940018959451,20.427519371036635,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,RRAe,Norm,Duplex,1.5Fin,6,5,1978,1978,Gable,CompShg,VinylSd,VinylSd,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,TA,Y,SBrkr,1.0,15.026385813964495,4,2,TA,8,Typ,0,No,Attchd,1978.0,Unf,2.0,11.463745203158789,TA,TA,Y,1.0,1.0,4,2010,WD,Normal,15.026385813964495,2.0,1.0,1.0,0,0,32,1.0,11.626263078808801
1214,20,FV,7.02174235239564,20.29863315203156,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2009,2009,Gable,CompShg,CemntBd,CmentBd,Stone,7.02174235239564,Gd,TA,PConc,Gd,TA,Mn,GLQ,12.940047219715815,Unf,1.0,10.486313901150885,GasA,Ex,Y,SBrkr,1.0,13.910399284114215,3,1,Gd,6,Typ,0,No,Attchd,2009.0,RFn,2.0,11.524981344043688,TA,TA,Y,1.0,1.0,9,2009,New,Partial,16.036819301973594,3.0,9.576545449247062,0.5026778882938026,0.72,0,0,1.0,12.343470927093518
1215,50,RM,6.42678077191518,19.06178179936772,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1.5Fin,4,5,1947,1950,Gable,CompShg,AsbShng,AsbShng,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,Gd,N,SBrkr,1.0,12.867768587390184,2,1,TA,3,Typ,0,No,No,0,No,0.0,1.0,No,No,N,1.0,1.0,7,2006,WD,Normal,12.867768587390184,1.0,1.0,1.0,0,3,56,0.0,11.296024885689746
1216,160,RM,4.932510294066555,14.644922232663887,Pave,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,5,1971,1971,Gable,CompShg,CemntBd,CmentBd,BrkFace,9.473163131119321,TA,TA,CBlock,TA,TA,No,Unf,1.0,Unf,1.0,12.038947685692156,GasA,TA,Y,SBrkr,1.0,13.689051809657878,3,1,TA,7,Typ,0,No,No,0,No,0.0,1.0,No,No,N,1.0,1.0,4,2006,WD,Abnorml,15.006760114075178,1.5,9.114592997374732,0.6444444444444445,0.0,0,35,1.0,11.424105180165641
1217,20,RL,6.859551208605442,19.903365986781996,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,CBlock,TA,TA,No,Rec,10.118180873967548,LwQ,11.74097393831022,1.0,GasA,TA,Y,SBrkr,1.0,12.867768587390184,2,1,TA,5,Typ,0,No,Attchd,1964.0,Unf,1.0,9.930417557876343,TA,TA,Y,1.0,1.0,11,2006,WD,Abnorml,14.896887111612605,1.0,1.0,0.5,1.0,0,42,1.0,11.652696102959753
1218,20,RL,6.5270737381589985,20.11937790480516,Pave,Reg,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,Norm,1Fam,1Story,5,5,1968,1968,Hip,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,CBlock,TA,TA,No,BLQ,9.604063356421523,LwQ,11.231351739686412,9.211557890737238,GasA,Ex,Y,SBrkr,1.0,13.672338699908686,3,1,TA,5,Typ,1,TA,Attchd,1968.0,Unf,1.0,10.192819749847509,TA,TA,Y,1.0,1.0,8,2008,WD,Normal,15.429197936050382,1.0,6.7737732204907655,0.5598705501618123,0.7794117647058824,0,40,1.0,11.80560254159177
1219,50,RL,7.172972078519893,21.067615070862193,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6,6,1949,1950,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,10.178050664421775,TA,TA,CBlock,TA,TA,Mn,Rec,9.059125775508376,Unf,1.0,12.653830173770823,GasA,Ex,Y,SBrkr,1.0,14.933881426701396,3,1,TA,7,Typ,1,Gd,Attchd,1949.0,Unf,1.0,10.140782843836698,TA,TA,Y,1.0,1.0,1,2007,WD,Normal,16.36136836746528,2.0,1.0,0.6396396396396397,0.18846153846153846,1,57,0.0,11.870606902224587
1220,20,RL,7.426512698054021,21.137390049006516,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,3,1951,1951,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,6.133567292834429,TA,TA,CBlock,TA,Fa,No,LwQ,12.354094166792635,Unf,1.0,14.054735647204454,GasA,TA,N,FuseA,1.0,15.3895053203038,4,1,TA,7,Mod,0,No,Detchd,1951.0,Unf,2.0,11.410943347638753,TA,TA,Y,1.0,1.0,10,2006,WD,Normal,17.69579893092807,2.0,5.492017742920502,0.5,0.3539325842696629,0,55,1.0,11.834291315386718
1221,60,RL,6.684506656824126,22.645516937422514,Pave,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,RRAn,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,Av,GLQ,12.237719733475835,Unf,1.0,6.80273872401839,GasA,Ex,Y,SBrkr,1.0,14.28275855746953,3,1,Gd,8,Typ,1,Gd,Attchd,2004.0,Fin,2.0,10.641351296142753,TA,TA,Y,1.0,1.0,2,2008,WD,Normal,15.593682347988993,3.5,8.812235750158614,0.6540825285338016,0.9187817258883249,1,3,0.0,12.122696471358964
1222,80,RL,6.831327892742091,21.062263652291726,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,8,1958,1958,Hip,CompShg,VinylSd,VinylSd,BrkFace,6.7737732204907655,TA,Gd,CBlock,TA,TA,Av,GLQ,11.307493576715228,Unf,1.0,7.244955797756471,GasA,Ex,Y,SBrkr,1.0,13.492971344195176,3,1,TA,6,Typ,0,No,Attchd,1958.0,RFn,1.0,9.72889799237455,TA,TA,Y,1.0,1.0,6,2007,WD,Normal,14.727341626878346,1.5,9.355622538951035,0.6593279258400927,0.8622448979591837,0,49,1.0,11.884495917930655
1223,60,RL,7.360099839069417,22.423687005506103,Pave,IR1,Lvl,AllPub,CulDSac,Gtl,Somerst,Feedr,Norm,1Fam,2Story,6,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,Stone,7.07328940298831,Gd,TA,PConc,Gd,TA,Mn,Unf,1.0,Unf,1.0,12.812492076604793,GasA,Ex,Y,SBrkr,1.0,15.07660290953363,4,1,Gd,9,Typ,1,Gd,BuiltIn,2007.0,Fin,3.0,12.023122571213104,TA,TA,Y,1.0,1.0,1,2008,WD,Normal,16.293248179141017,2.5,7.986732432057258,0.6837637071100107,0.0,0,1,1.0,12.273735966890268
1224,20,RL,7.02174235239564,20.402029669512775,Pave,Reg,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,8,1965,2008,Gable,CompShg,VinylSd,VinylSd,BrkFace,10.025890350388508,TA,TA,CBlock,TA,TA,No,ALQ,11.719173387890333,Unf,1.0,10.15574970587587,GasA,Ex,Y,SBrkr,1.0,12.867768587390184,2,1,Gd,5,Typ,0,No,Detchd,1992.0,Unf,2.0,11.634887347225343,TA,TA,Y,1.0,1.0,12,2008,WD,Normal,14.896887111612605,2.0,9.511219710154148,0.5,0.6524122807017544,43,0,0.0,11.898194668458823
1225,120,RL,6.831327892742091,20.356412321749783,Pave,Reg,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,9,5,2008,2008,Hip,CompShg,MetalSd,MetalSd,BrkFace,12.389603553790803,Ex,TA,PConc,Ex,TA,No,GLQ,14.381706470786918,Unf,1.0,8.646538007903064,GasA,Ex,Y,SBrkr,1.0,14.684576249506009,1,1,Ex,7,Typ,1,Gd,Attchd,2008.0,Fin,3.0,13.268668492468818,TA,TA,Y,1.0,1.0,10,2008,New,Partial,16.913456596803844,2.5,9.994431374976791,0.5,0.9048178613396005,0,0,1.0,12.813920618864572
1226,80,RL,6.968980585391403,19.95712818411172,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,5,1960,1960,Hip,CompShg,BrkFace,HdBoard,None,1.0,TA,TA,CBlock,TA,TA,No,ALQ,12.015179832837541,Unf,1.0,10.770475803559007,GasA,Gd,Y,SBrkr,1.0,14.31671311529428,4,1,TA,7,Maj1,0,No,Basment,1960.0,Unf,1.0,10.740250837817678,TA,TA,Y,1.0,1.0,8,2008,WD,Normal,15.996772397251682,2.0,1.0,0.5836560805577072,0.6195348837209302,0,48,1.0,11.751950239425476
1227,90,RL,1.0,23.530921810325378,Pave,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Feedr,RRAe,Duplex,1.5Fin,5,5,1977,1977,Shed,CompShg,Plywood,Plywood,None,1.7304631471189666,TA,TA,CBlock,Gd,TA,No,GLQ,11.262041676152034,Rec,9.22211358542376,11.95900671952692,GasA,Ex,Y,SBrkr,1.0,16.04428167928467,4,2,TA,12,Typ,1,TA,BuiltIn,1977.0,RFn,2.0,11.74097393831022,TA,TA,N,1.0,20.14275678111651,8,2007,WD,Normal,17.449931794069826,3.0,10.207511306740143,0.658126098970108,0.520940484937546,0,30,1.0,12.154784614286667
1228,90,RL,6.968980585391403,19.867826209497732,Pave,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,Duplex,SLvl,5,6,1962,1962,Hip,CompShg,Wd Sdng,Wd Sdng,BrkFace,8.020909424392293,TA,TA,CBlock,TA,TA,Av,ALQ,12.51765680615822,Unf,1.0,10.049252213846536,GasA,TA,Y,SBrkr,1.0,13.621702304928414,3,1,TA,6,Typ,0,No,Attchd,1962.0,Unf,2.0,11.468499910096941,TA,TA,Y,1.0,1.0,5,2006,WD,Normal,15.618785985150703,2.0,4.701972977284463,0.5182926829268293,0.7260397830018083,0,44,1.0,11.794345471549745
1229,90,RL,6.968980585391403,20.81088741089094,Pave,Reg,Lvl,AllPub,FR2,Gtl,NAmes,Norm,Norm,Duplex,1Story,4,5,1962,1962,Gable,CompShg,HdBoard,HdBoard,None,1.0,TA,TA,Slab,No,No,No,No,1.0,No,1.0,1.0,GasA,TA,Y,SBrkr,1.0,13.703312528294827,2,2,TA,6,Typ,0,No,CarPort,1962.0,Unf,2.0,11.072964688066048,TA,TA,Y,1.0,1.0,3,2007,WD,Normal,13.703312528294827,2.0,1.0,1.0,0,0,45,1.0,11.530775206233024
1230,20,RL,1.0,21.664245987270693,Pave,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1959,1959,Hip,CompShg,Plywood,Plywood,BrkFace,8.873203454932757,TA,TA,CBlock,TA,TA,No,Rec,13.125370060953003,Unf,1.0,8.967837464043471,GasA,Fa,Y,SBrkr,1.0,13.616840302640687,3,1,TA,6,Typ,0,No,Attchd,1959.0,RFn,2.0,11.42543572335745,TA,TA,Y,1.0,1.0,5,2010,COD,Abnorml,15.728374093438743,2.0,1.0,0.5,0.8417508417508418,0,51,1.0,11.863589378812122
1231,70,RH,6.5270737381589985,20.246503095192306,Pave,Reg,Bnk,AllPub,Inside,Gtl,SWISU,Norm,Norm,1Fam,2Story,5,6,1911,1950,Gable,CompShg,MetalSd,MetalSd,None,1.0,TA,TA,PConc,TA,TA,Av,Unf,1.0,Unf,1.0,12.951940311054344,GasA,TA,N,FuseA,1.0,15.126140415265303,4,1,TA,7,Typ,0,No,No,0,No,0.0,1.0,No,No,N,1.0,1.0,11,2008,WD,Abnorml,16.38191519759838,1.5,9.013883697367245,0.6763085399449036,0.0,39,58,0.0,11.775297421715827
1232,70,RL,7.574446614595114,21.981308618852754,Pave,Reg,Lvl,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,2Story,5,5,1914,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,1.0,TA,TA,BrkTil,Gd,TA,Mn,Unf,1.0,Unf,1.0,12.32179316058309,GasA,Gd,Y,FuseF,1.0,14.828642504003595,4,1,TA,9,Typ,0,No,Detchd,1914.0,Unf,1.0,8.873203454932757,Fa,Fa,N,1.0,1.0,7,2006,WD,Normal,15.932067344439,1.5,9.539411368803783,0.7048597392335045,0.0,36,56,0.0,11.841423131921784
1233,160,RL,5.792129643835174,16.05420896084657,Pave,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,Twnhs,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,7.7707662019989225,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,12.382533288080934,GasA,Ex,Y,SBrkr,1.0,14.54568630946721,2,1,Gd,6,Typ,0,No,BuiltIn,2003.0,RFn,2.0,11.137337571032825,TA,TA,Y,1.0,1.0,6,2010,WD,Normal,15.747228753363471,2.5,5.322947514138835,0.6803347280334728,0.0,0,7,1.0,12.075400019877522
1234,60,RL,6.0120772195485275,21.74216128210965,Pave,IR2,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2004,2005,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,12.663571962214577,GasA,Ex,Y,SBrkr,1.0,15.10065629283109,4,1,Gd,8,Typ,1,Gd,BuiltIn,2004.0,Fin,2.0,10.917059938656934,TA,TA,Y,1.0,1.0,9,2006,WD,Normal,16.255794831265412,2.5,8.455023580313481,0.69695885509839,0.0,1,1,0.0,12.180759965737863
1235,20,RL,6.7737732204907655,21.962324662916217,Pave,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,RRAe,Norm,1Fam,1Story,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,None,1.0,Gd,TA,PConc,Gd,TA,No,Unf,1.0,Unf,1.0,13.500532539490438,GasA,Ex,Y,SBrkr,1.0,13.500532539490438,3,1,TA,6,Typ,0,No,Detchd,2005.0,Unf,2.0,11.189934126006927,TA,TA,Y,1.0,1.0,3,2006,WD,Abnorml,15.599275460894956,1.5,1.0,0.5,0.0,0,1,1.0,11.86710429621008
1236,20,RL,6.80273872401839,20.474176497480162,Pave,IR1,HLS,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,5,2006,2006,Hip,CompShg,VinylSd,VinylSd,BrkFace,5.597156711708115,Gd,TA,PConc,Gd,TA,Av,GLQ,10.882545917994035,Unf,1.0,13.257861668063876,GasA,Ex,Y,SBrkr,1.0,14.270696004831407,2,1,Ex,6,Typ,1,Gd,Attchd,2006.0,RFn,2.0,11.126705474481206,TA,TA,Y,1.0,1.0,12,2007,WD,Normal,16.44515392869984,2.0,8.525112644917748,0.5013513513513513,0.2899728997289973,0,1,1.0,12.490879338036375
1237,60,RL,6.831327892742091,20.076044321051967,Pave,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,BrkFace,9.622253717854797,Gd,TA,PConc,Gd,TA,No,GLQ,11.515640585342503,Unf,1.0,10.279836446808169,GasA,Ex,Y,SBrkr,1.0,14.800980223814683,3,1,Gd,8,Typ,0,No,Attchd,2003.0,RFn,2.0,11.482719345209158,TA,TA,Y,1.0,1.0,7,2008,WD,Normal,16.083837514439608,3.5,6.7737732204907655,0.6666666666666666,0.6221719457013575,0,5,1.0,12.323415584358154
1238,20,RL,7.2917110215767,20.813711045211154,Pave,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,7,6,2007,2007,Hip,CompShg,VinylSd,VinylSd,Stone,1.0,Gd,TA,PConc,Gd,TA,Av,Unf,1.0,Unf,1.0,14.66119734059818,GasA,Ex,Y,SBrkr,1.0,14.66119734059818,3,1,Gd,7,Typ,0,No,Attchd,2007.0,RFn,3.0,12.993230527070414,TA,TA,Y,1.0,1.0,6,2007,New,Partial,16.887509572848284,2.0,6.559490358416789,0.5,0.0,0,0,1.0,12.42250975887691
